slug,cat,sub,judet,loc,tel,web,lat,lng,tip,nume,adr,maps,name,phone,website,address,category,city,county,rating,reviews,google_maps_url,judet_key
cordial-construct-roof-bilka-botosani,Materiale,Acoperișuri,Botoșani,Botoșani,+40 758 608 640,,,,Furnizor materiale,Cordial Construct Roof - Bilka,,,Cordial Construct Roof - Bilka,+40 758 608 640,,,Acoperișuri,Botoșani,Botoșani,,,,botosani
cornell-s-floor-botosani,Companie de construcții,Companie de construcții,Botoșani,Botoșani,+40 231 565 971,,,,firma,Cornell's Floor,,,Cornell's Floor,+40 231 565 971,,,Companie de construcții,Botoșani,Botoșani,,,,botosani
cornisa-aquapark-sports-botosani-botosani,Parc de distracții,Parc de distracții,Botoșani,Botoșani,+40 799 910 120,http://www.cornisapark.ro/,,,firma,Cornișa AquaPark & Sports Botoșani,,,Cornișa AquaPark & Sports Botoșani,+40 799 910 120,http://www.cornisapark.ro/,,Parc de distracții,Botoșani,Botoșani,,,,botosani
distrate-avarii-nonstop-nan,Instalator,Instalator,Botoșani,Botoșani,+40 753 316 322,,,,firma,DISTRATE AVARII- NONSTOP,,,DISTRATE AVARII- NONSTOP,+40 753 316 322,,,Instalator,Botoșani,Botoșani,,,,botosani
dmg-house-building-quality-botosani,Companie de construcții,Companie de construcții,Botoșani,Botoșani,+40 748 662 879,,,,firma,DMG HOUSE & BUILDING QUALITY,,,DMG HOUSE & BUILDING QUALITY,+40 748 662 879,,,Companie de construcții,Botoșani,Botoșani,,,,botosani
dor-usi-interior-porta-doors-botosani,Depozit de uși,Depozit de uși,Botoșani,Botoșani,+40 791 220 022,https://www.usi-dor.ro/,,,firma,DOR - Usi Interior Porta Doors,,,DOR - Usi Interior Porta Doors,+40 791 220 022,https://www.usi-dor.ro/,,Depozit de uși,Botoșani,Botoșani,,,,botosani
doricost-srl-botosani,Magazin,Magazin,Botoșani,Botoșani,+40 744 572 420,http://www.doricost.ro/,,,firma,DORICOST SRL,,,DORICOST SRL,+40 744 572 420,http://www.doricost.ro/,,Magazin,Botoșani,Botoșani,,,,botosani
dovi-srl-botosani,Companie de construcții,Companie de construcții,Botoșani,Botoșani,+40 720 782 741,,,,firma,DOVI SRL,,,DOVI SRL,+40 720 782 741,,,Companie de construcții,Botoșani,Botoșani,,,,botosani
dufel-con-s-r-l-botosani,Designer peisagist,Designer peisagist,Botoșani,Botoșani,+40 745 491 757,https://www.paginiaurii.ro/companii/BOTO%C5%9EANI/L4414350/DUFEL-CON+S.R.L./,,,firma,DUFEL-CON S.R.L.,,,DUFEL-CON S.R.L.,+40 745 491 757,https://www.paginiaurii.ro/companii/BOTO%C5%9EANI/L4414350/DUFEL-CON+S.R.L./,,Designer peisagist,Botoșani,Botoșani,,,,botosani
danimet-exim-srl-botosani,Materiale,Fier beton,Botoșani,Botoșani,+40 749 067 037,,,,Furnizor materiale,Danimet Exim SRL,,,Danimet Exim SRL,+40 749 067 037,,,Fier beton,Botoșani,Botoșani,,,,botosani
decor-stone-expert-botosani,Materiale,Piatră decorativă,Botoșani,Botoșani,+40 751 884 405,https://facebook.com/decorstoneexpertbotosani,47.7407,26.6658,Furnizor materiale,Decor Stone Expert,,,Decor Stone Expert,+40 751 884 405,https://facebook.com/decorstoneexpertbotosani,,Piatră decorativă,Botoșani,Botoșani,,,,botosani
decor-stone-team-botosani,Materiale,Piatră decorativă,Botoșani,Botoșani,+40 751 889 905,https://facebook.com/decorstoneteambotosani,47.7407,26.6658,Furnizor materiale,Decor Stone Team,,,Decor Stone Team,+40 751 889 905,https://facebook.com/decorstoneteambotosani,,Piatră decorativă,Botoșani,Botoșani,,,,botosani
depozit-profile-metalice-botosani,Servicii,Profile metalice,Botoșani,Botoșani,+40 754 554 400,,,,Servicii construcții,Depozit Profile Metalice,,,Depozit Profile Metalice,+40 754 554 400,,,Profile metalice,Botoșani,Botoșani,,,,botosani
directia-judeteana-pentru-cultura-botosani-botosani,Biroul Guvernamental de Stat,Biroul Guvernamental de Stat,Botoșani,Botoșani,+40 231 515 173,http://www.patrimoniubotosani.ro/,,,firma,Direcția Județeană pentru Cultură Botoșani,,,Direcția Județeană pentru Cultură Botoșani,+40 231 515 173,http://www.patrimoniubotosani.ro/,,Biroul Guvernamental de Stat,Botoșani,Botoșani,,,,botosani
domus-acad-srl-botosani,Constructor de case personalizate,Constructor de case personalizate,Botoșani,Botoșani,+40 750 849 417,https://domus-acad-constructii.ro/,,,firma,Domus Acad SRL,,,Domus Acad SRL,+40 750 849 417,https://domus-acad-constructii.ro/,,Constructor de case personalizate,Botoșani,Botoșani,,,,botosani
electric-light-botosani,firma,Construcții,Botoșani,Botoșani,+40 231 514 350,,,,firma,ELECTRIC LIGHT,,,ELECTRIC LIGHT,+40 231 514 350,,,Construcții,Botoșani,Botoșani,,,,botosani
elegant-parchet-botosani,Showroom,Showroom,Botoșani,Botoșani,+40 743 733 077,http://www.elegantparchet.ro/,,,firma,ELEGANT PARCHET,,,ELEGANT PARCHET,+40 743 733 077,http://www.elegantparchet.ro/,,Showroom,Botoșani,Botoșani,,,,botosani
elproex-programul-casa-verde-2024-panouri-fotovoltaice-botosani,Electrician,Electrician,Botoșani,Botoșani,+40 231 530 313,https://elproex-bt.ro/,,,firma,ELPROEX programul Casa Verde 2024 panouri fotovoltaice,,,ELPROEX programul Casa Verde 2024 panouri fotovoltaice,+40 231 530 313,https://elproex-bt.ro/,,Electrician,Botoșani,Botoșani,,,,botosani
eltec-s-r-l-botosani,Producător,Producător,Botoșani,Botoșani,+40 231 518 200,http://www.eltec-electronics.ro/,,,firma,ELTEC S.R.L.,,,ELTEC S.R.L.,+40 231 518 200,http://www.eltec-electronics.ro/,,Producător,Botoșani,Botoșani,,,,botosani
em-smart-invest-srl-botosani,Agenție de comerț electronic,Agenție de comerț electronic,Botoșani,Botoșani,+40 760 391 745,,,,firma,EM SMART INVEST SRL,,,EM SMART INVEST SRL,+40 760 391 745,,,Agenție de comerț electronic,Botoșani,Botoșani,,,,botosani
eolos-energy-sisteme-solare-fotovoltaice-instalatii-ventilatii-botosani,Furnizor de echipamente pentru producerea energiei solare,Furnizor de echipamente pentru producerea energiei solare,Botoșani,Botoșani,+40 758 518 518,https://www.eolos.ro/,,,firma,"EOLOS Energy Sisteme solare , fotovoltaice , instalații-ventilații",,,"EOLOS Energy Sisteme solare , fotovoltaice , instalații-ventilații",+40 758 518 518,https://www.eolos.ro/,,Furnizor de echipamente pentru producerea energiei solare,Botoșani,Botoșani,,,,botosani
etalon-construct-s-r-l-botosani,Magazin,Magazin,Botoșani,Botoșani,+40 231 536 821,https://www.bizoo.ro/firma/etalonconstruct,,,firma,ETALON CONSTRUCT S.R.L.,,,ETALON CONSTRUCT S.R.L.,+40 231 536 821,https://www.bizoo.ro/firma/etalonconstruct,,Magazin,Botoșani,Botoșani,,,,botosani
east-western-design-botosani,Arhitect,Arhitect,Botoșani,Botoșani,+40 749 146 893,,,,firma,East Western Design,,,East Western Design,+40 749 146 893,,,Arhitect,Botoșani,Botoșani,,,,botosani
eco-beton-team-botosani,Materiale,Beton,Botoșani,Botoșani,+40 742 888 805,https://facebook.com/ecobetonteambotosani,47.7407,26.6658,Furnizor materiale,Eco Beton Team,,,Eco Beton Team,+40 742 888 805,https://facebook.com/ecobetonteambotosani,,Beton,Botoșani,Botoșani,,,,botosani
ecumall-tuning-botosani-botosani,Service de electrică auto,Service de electrică auto,Botoșani,Botoșani,+40 753 286 255,http://ecumall.ro/,,,firma,EcuMall Tuning Botosani,,,EcuMall Tuning Botosani,+40 753 286 255,http://ecumall.ro/,,Service de electrică auto,Botoșani,Botoșani,,,,botosani
electrician-auto-ababei-botosani,Electrician,Electrician,Botoșani,Botoșani,+40 754 284 464,,,,firma,Electrician Auto Ababei,,,Electrician Auto Ababei,+40 754 284 464,,,Electrician,Botoșani,Botoșani,,,,botosani
electrician-botosani-botosani,Servicii,Electrice construcții,Botoșani,Botoșani,+40 747 577 593,,,,Servicii construcții,Electrician Botoșani,,,Electrician Botoșani,+40 747 577 593,,,Electrice construcții,Botoșani,Botoșani,,,,botosani
electrissimo-botosani,Furnizor de echipamente pentru producerea energiei solare,Furnizor de echipamente pentru producerea energiei solare,Botoșani,Botoșani,+40 747 435 743,https://electrissimo.ro/,,,firma,Electrissimo,,,Electrissimo,+40 747 435 743,https://electrissimo.ro/,,Furnizor de echipamente pentru producerea energiei solare,Botoșani,Botoșani,,,,botosani
electroalfa-botosani,Producător,Producător,Botoșani,Botoșani,+40 231 532 186,http://www.electroalfa.ro/,,,firma,Electroalfa,,,Electroalfa,+40 231 532 186,http://www.electroalfa.ro/,,Producător,Botoșani,Botoșani,,,,botosani
electrocontact-botosani,firma,Construcții,Botoșani,Botoșani,+40 231 517 172,https://www.electrocontact.ro/,,,firma,Electrocontact,,,Electrocontact,+40 231 517 172,https://www.electrocontact.ro/,,Construcții,Botoșani,Botoșani,,,,botosani
electrotools-botosani,Furnizor de echipamente de construcții,Furnizor de echipamente de construcții,Botoșani,Botoșani,+40 741 434 375,http://www.electro-tools.ro/,,,firma,Electrotools,,,Electrotools,+40 741 434 375,http://www.electro-tools.ro/,,Furnizor de echipamente de construcții,Botoșani,Botoșani,,,,botosani
elsaco-esco-botosani,Consultant,Consultant,Botoșani,Botoșani,+40 231 507 060,http://www.elsaco-esco.ro/,,,firma,Elsaco ESCo,,,Elsaco ESCo,+40 231 507 060,http://www.elsaco-esco.ro/,,Consultant,Botoșani,Botoșani,,,,botosani
euroglass-botosani,Furnizor de ferestre,Furnizor de ferestre,Botoșani,Botoșani,+40 752 442 800,http://www.euroglassbt.ro/,,,firma,Euroglass,,,Euroglass,+40 752 442 800,http://www.euroglassbt.ro/,,Furnizor de ferestre,Botoșani,Botoșani,,,,botosani
excavator-profi-team-botosani,Servicii,Buldoexcavator,Botoșani,Botoșani,+40 756 335 515,https://facebook.com/excavatorprofiteambotosani,47.7407,26.6658,Utilaje și transport,Excavator Profi Team,,,Excavator Profi Team,+40 756 335 515,https://facebook.com/excavatorprofiteambotosani,,Buldoexcavator,Botoșani,Botoșani,,,,botosani
excavatii-moldova-botosani,Servicii,Buldoexcavator,Botoșani,Botoșani,+40 756 335 505,https://facebook.com/excavatiimoldovabotosani,47.7407,26.6658,Utilaje și transport,Excavații Moldova,,,Excavații Moldova,+40 756 335 505,https://facebook.com/excavatiimoldovabotosani,,Buldoexcavator,Botoșani,Botoșani,,,,botosani
expert-drumuri-botosani,Servicii,Drumuri și poduri,Botoșani,Botoșani,+40 742 995 505,,47.7407,26.6658,Utilaje și transport,Expert Drumuri,,,Expert Drumuri,+40 742 995 505,,,Drumuri și poduri,Botoșani,Botoșani,,,,botosani
expert-meseriasul-botosani,Materiale,Depozit materiale construcții,Botoșani,Botoșani,+40 757 570 746,http://www.magazin-meseriasul.ro,,,Furnizor materiale,Expert Meseriasul,,,Expert Meseriasul,+40 757 570 746,http://www.magazin-meseriasul.ro,,Depozit materiale construcții,Botoșani,Botoșani,,,,botosani
fabrica-de-parchet-botosani,Magazin de articole casnice,Magazin de articole casnice,Botoșani,Botoșani,+40 758 954 475,,,,firma,FABRICA DE PARCHET,,,FABRICA DE PARCHET,+40 758 954 475,,,Magazin de articole casnice,Botoșani,Botoșani,,,,botosani
famma-ferestre-si-usi-botosani,Materiale,Uși si ferestre,Botoșani,Botoșani,+40 748 888 355,,,,Furnizor materiale,FAMMA Ferestre si Usi,,,FAMMA Ferestre si Usi,+40 748 888 355,,,Uși si ferestre,Botoșani,Botoșani,,,,botosani
forma-s-a-botosani,firma,Construcții,Botoșani,Botoșani,+40 231 510 189,https://www.paginiaurii.ro/companii/BOTO%C5%9EANI/L4307448/FORMA+SA/,,,firma,FORMA S.A.,,,FORMA S.A.,+40 231 510 189,https://www.paginiaurii.ro/companii/BOTO%C5%9EANI/L4307448/FORMA+SA/,,Construcții,Botoșani,Botoșani,,,,botosani
facade-glazing-solutions-botosani,Producător de ferestre pvc,Producător de ferestre pvc,Botoșani,Botoșani,+40 744 281 611,https://www.fgswindows.ro/,,,firma,Facade Glazing Solutions,,,Facade Glazing Solutions,+40 744 281 611,https://www.fgswindows.ro/,,Producător de ferestre pvc,Botoșani,Botoșani,,,,botosani
favsolar-energy-srl-botosani,Furnizor de echipamente pentru producerea energiei solare,Furnizor de echipamente pentru producerea energiei solare,Botoșani,Botoșani,+40 741 301 794,https://favsolar.ro/,,,firma,Favsolar Energy SRL,,,Favsolar Energy SRL,+40 741 301 794,https://favsolar.ro/,,Furnizor de echipamente pentru producerea energiei solare,Botoșani,Botoșani,,,,botosani
fed-electric-botosani,firma,Construcții,Botoșani,Botoșani,+40 740 026 094,,,,firma,Fed Electric,,,Fed Electric,+40 740 026 094,,,Construcții,Botoșani,Botoșani,,,,botosani
fereastra-adf-botosani-botosani,Furnizor de ferestre,Furnizor de ferestre,Botoșani,Botoșani,+40 748 758 775,http://www.fereastra-adf.ro/,,,firma,Fereastra ADF Botosani,,,Fereastra ADF Botosani,+40 748 758 775,http://www.fereastra-adf.ro/,,Furnizor de ferestre,Botoșani,Botoșani,,,,botosani
fereastra-perfecta-tvk-termopane-botosani-suceava-botosani,Furnizor de ferestre,Furnizor de ferestre,Botoșani,Botoșani,+40 754 537 044,,,,firma,Fereastra Perfectă TVK - Termopane Botoșani Suceava,,,Fereastra Perfectă TVK - Termopane Botoșani Suceava,+40 754 537 044,,,Furnizor de ferestre,Botoșani,Botoșani,,,,botosani
fereastra-style-construct-srl-botosani,Ferestre din aluminiu,Ferestre din aluminiu,Botoșani,Botoșani,+40 742 535 245,http://www.fabrica-rulouri.ro/,,,firma,Fereastra Style Construct srl,,,Fereastra Style Construct srl,+40 742 535 245,http://www.fabrica-rulouri.ro/,,Ferestre din aluminiu,Botoșani,Botoșani,,,,botosani
fier-forjat-botosani-si-automatizari-porti-botosani,Atelier de metal,Atelier de metal,Botoșani,Botoșani,+40 740 938 653,https://www.automatizari-si-videointerfoane.ro/,,,firma,Fier Forjat Botosani și Automatizări Porți,,,Fier Forjat Botosani și Automatizări Porți,+40 740 938 653,https://www.automatizari-si-videointerfoane.ro/,,Atelier de metal,Botoșani,Botoșani,,,,botosani
finantare-fotovoltaice-botosani,Echipamente și soluții energetice,Echipamente și soluții energetice,Botoșani,Botoșani,+40 744 500 335,https://elproex-bt.ro/,,,firma,Finantare Fotovoltaice,,,Finantare Fotovoltaice,+40 744 500 335,https://elproex-bt.ro/,,Echipamente și soluții energetice,Botoșani,Botoșani,,,,botosani
firma-de-constructii-botosani-spectrum-constructii-botosani,Companie de construcții,Companie de construcții,Botoșani,Botoșani,+40 739 000 061,https://www.spectrumconstructii.ro/,,,firma,Firmă de construcții Botoșani - Spectrum Construcții,,,Firmă de construcții Botoșani - Spectrum Construcții,+40 739 000 061,https://www.spectrumconstructii.ro/,,Companie de construcții,Botoșani,Botoșani,,,,botosani
floortiles-ben-gress-s-r-l-botosani,Depozit,Depozit,Botoșani,Botoșani,+40 755 467 772,,,,firma,Floortiles-Ben Gress S.R.L.,,,Floortiles-Ben Gress S.R.L.,+40 755 467 772,,,Depozit,Botoșani,Botoșani,,,,botosani
foraje-botosani-botosani,firma,Construcții,Botoșani,Botoșani,+40 747 949 253,https://luci.best/l-localitate/botosani/categorie/foraje-puturi/,,,firma,Foraje Botosani,,,Foraje Botosani,+40 747 949 253,https://luci.best/l-localitate/botosani/categorie/foraje-puturi/,,Construcții,Botoșani,Botoșani,,,,botosani
foraje-puturi-giurgiu-nks-botosani,Grădină,Grădină,Botoșani,Botoșani,+40 760 730 422,,,,firma,Foraje puturi giurgiu Nks,,,Foraje puturi giurgiu Nks,+40 760 730 422,,,Grădină,Botoșani,Botoșani,,,,botosani
free-power-botosani,Companie de energie solară,Companie de energie solară,Botoșani,Botoșani,+40 733 401 100,https://free-power.ro/,,,firma,Free Power,,,Free Power,+40 733 401 100,https://free-power.ro/,,Companie de energie solară,Botoșani,Botoșani,,,,botosani
frigo-star-s-r-l-botosani,Furnizor de frigidere industriale,Furnizor de frigidere industriale,Botoșani,Botoșani,+40 231 537 997,,,,firma,Frigo-Star S.R.L,,,Frigo-Star S.R.L,+40 231 537 997,,,Furnizor de frigidere industriale,Botoșani,Botoșani,,,,botosani
future-windows-design-botosani,Magazin de ferestre din PVC,Magazin de ferestre din PVC,Botoșani,Botoșani,+40 770 400 754,https://www.future-windows-design.ro/,,,firma,Future Windows Design,,,Future Windows Design,+40 770 400 754,https://www.future-windows-design.ro/,,Magazin de ferestre din PVC,Botoșani,Botoșani,,,,botosani
general-cad-botosani,Topograf,Topograf,Botoșani,Botoșani,+40 752 016 843,https://www.generalcad.ro/,,,firma,General CAD,,,General CAD,+40 752 016 843,https://www.generalcad.ro/,,Topograf,Botoșani,Botoșani,,,,botosani
general-proiect-management-haras-aliosa-botosani,Proiectant,Proiectant,Botoșani,Botoșani,+40 740 214 244,,,,firma,General Proiect Management Haras Aliosa,,,General Proiect Management Haras Aliosa,+40 740 214 244,,,Proiectant,Botoșani,Botoșani,,,,botosani
global-roof-botosani,Depozit,Depozit,Botoșani,Botoșani,+40 759 517 477,http://www.globalroof.ro/,,,firma,Global Roof,,,Global Roof,+40 759 517 477,http://www.globalroof.ro/,,Depozit,Botoșani,Botoșani,,,,botosani
grand-irish-pub-botosani,Pub irlandez,Pub irlandez,Botoșani,Botoșani,+40 741 648 641,,,,firma,Grand Irish Pub,,,Grand Irish Pub,+40 741 648 641,,,Pub irlandez,Botoșani,Botoșani,,,,botosani
group-extra-botosani,Furnizor de echipamente industriale,Furnizor de echipamente industriale,Botoșani,Botoșani,+40 732 007 030,http://www.groupextra.ro/,,,firma,Group extra,,,Group extra,+40 732 007 030,http://www.groupextra.ro/,,Furnizor de echipamente industriale,Botoșani,Botoșani,,,,botosani
gunther-tore-partener-botosani-botosani,Furnizor de uși,Furnizor de uși,Botoșani,Botoșani,+40 742 931 784,https://gunther-tore.ro/usi-de-garaj-sectionale/,,,firma,Gunther Tore Partener Botosani,,,Gunther Tore Partener Botosani,+40 742 931 784,https://gunther-tore.ro/usi-de-garaj-sectionale/,,Furnizor de uși,Botoșani,Botoșani,,,,botosani
hydro-build-expert-botosani,Servicii,Hidroizolații,Botoșani,Botoșani,+40 748 119 905,https://facebook.com/hydrobuildexpertbotosani,47.7407,26.6658,Servicii construcții,Hydro Build Expert,,,Hydro Build Expert,+40 748 119 905,https://facebook.com/hydrobuildexpertbotosani,,Hidroizolații,Botoșani,Botoșani,,,,botosani
hydro-build-team-botosani,Servicii,Hidroizolații,Botoșani,Botoșani,+40 748 112 205,https://facebook.com/hydrobuildteambotosani,47.7407,26.6658,Servicii construcții,Hydro Build Team,,,Hydro Build Team,+40 748 112 205,https://facebook.com/hydrobuildteambotosani,,Hidroizolații,Botoșani,Botoșani,,,,botosani
hydro-sistem-botosani,Servicii,Hidroizolații,Botoșani,Botoșani,+40 748 113 305,https://facebook.com/hydrosistembotosani,47.7407,26.6658,Servicii construcții,Hydro Sistem,,,Hydro Sistem,+40 748 113 305,https://facebook.com/hydrosistembotosani,,Hidroizolații,Botoșani,Botoșani,,,,botosani
hydro-sistem-expert-botosani,Servicii,Hidroizolații,Botoșani,Botoșani,+40 758 116 625,https://facebook.com/hydrosistemexpertbotosani,47.7407,26.6658,Servicii construcții,Hydro Sistem Expert,,,Hydro Sistem Expert,+40 758 116 625,https://facebook.com/hydrosistemexpertbotosani,,Hidroizolații,Botoșani,Botoșani,,,,botosani
inspectoratul-judetean-in-constructii-botosani-botosani,Inspector de clădiri,Inspector de clădiri,Botoșani,Botoșani,+40 231 512 569,,,,firma,INSPECTORATUL JUDEŢEAN ÎN CONSTRUCŢII BOTOŞANI,,,INSPECTORATUL JUDEŢEAN ÎN CONSTRUCŢII BOTOŞANI,+40 231 512 569,,,Inspector de clădiri,Botoșani,Botoșani,,,,botosani
intelitech-botosani,Contractant de lucrări de aparate de aer condiționat,Contractant de lucrări de aparate de aer condiționat,Botoșani,Botoșani,+40 231 580 530,https://inteli-tech.ro/,,,firma,INTELITECH,,,INTELITECH,+40 231 580 530,https://inteli-tech.ro/,,Contractant de lucrări de aparate de aer condiționat,Botoșani,Botoșani,,,,botosani
